"ID","Name","Species","GeneID","Family","Evidence"
"T340137_2.00","Tbx2","Mus_musculus","ENSMUSG00000000093","T-box","D"
"T340147_2.00","Tbx20","Mus_musculus","ENSMUSG00000031965","T-box","D"
"T340139_2.00","Tbx21","Mus_musculus","ENSMUSG00000001444","T-box","D"
"T340142_2.00","Tbx3","Mus_musculus","ENSMUSG00000018604","T-box","D"
"T340138_2.00","Tbx4","Mus_musculus","ENSMUSG00000000094","T-box","D"
"T340141_2.00","Tbx5","Mus_musculus","ENSMUSG00000018263","T-box","D"
"T342364_2.00","Tbp","Mus_musculus","ENSMUSG00000014767","TBP","D"
"T346587_2.00","Tead1","Mus_musculus","ENSMUSG00000055320","TEA","D"
"T346586_2.00","Tead2","Mus_musculus","ENSMUSG00000030796","TEA","D"
"T346585_2.00","Tead4","Mus_musculus","ENSMUSG00000030353","TEA","D"
"T348497_2.00","Thap11","Mus_musculus","ENSMUSG00000036442","THAP finger","D"
"T350319_2.00","Cbfb","Mus_musculus","ENSMUSG00000031885","Unknown","D"
"T350317_2.00","Epas1","Mus_musculus","ENSMUSG00000024140","Unknown","D"
"T350322_2.00","Fank1","Mus_musculus","ENSMUSG00000053111","Unknown","D"
"T350316_2.00","Nfyb","Mus_musculus","ENSMUSG00000020248","Unknown","D"
"T350320_2.00","Nfyc","Mus_musculus","ENSMUSG00000032897","Unknown","D"
"T350323_2.00","Nrf1","Mus_musculus","ENSMUSG00000058440","Unknown","D"
"T350321_2.00","Spz1","Mus_musculus","ENSMUSG00000046957","Unknown","D"
"T350318_2.00","Taf1","Mus_musculus","ENSMUSG00000031314","Unknown","D"
"T010910_2.00","Tfap2d","Mus_musculus","ENSMUSG00000042596","AP-2","I"
"T014647_2.00","Arid3c","Mus_musculus","ENSMUSG00000066224","ARID/BRIGHT","I"
"T016880_2.00","Arid2","Mus_musculus","ENSMUSG00000033237","ARID/BRIGHT,RFX","I"
"T017414_2.00","Hmga1","Mus_musculus","ENSMUSG00000046711","AT hook","I"
"T017417_2.00","Hmga1-rs1","Mus_musculus","ENSMUSG00000078249","AT hook","I"
"T026098_2.00","Gm38394","Mus_musculus","ENSMUSG00000094410","BED ZF","I"
"T035715_2.00","Atoh7","Mus_musculus","ENSMUSG00000036816","bHLH","I"
"T035731_2.00","Bhlhe23","Mus_musculus","ENSMUSG00000045493","bHLH","I"
"T035736_2.00","Ferd3l","Mus_musculus","ENSMUSG00000046518","bHLH","I"
"T035721_2.00","Hand2","Mus_musculus","ENSMUSG00000038193","bHLH","I"
"T035751_2.00","Hes6","Mus_musculus","ENSMUSG00000067071","bHLH","I"
"T035727_2.00","Hey1","Mus_musculus","ENSMUSG00000040289","bHLH","I"
"T035707_2.00","Heyl","Mus_musculus","ENSMUSG00000032744","bHLH","I"
"T035705_2.00","Mesp1","Mus_musculus","ENSMUSG00000030544","bHLH","I"
"T035704_2.00","Mesp2","Mus_musculus","ENSMUSG00000030543","bHLH","I"
"T035659_2.00","Mlxipl","Mus_musculus","ENSMUSG00000005373","bHLH","I"
"T035656_2.00","Mxd1","Mus_musculus","ENSMUSG00000001156","bHLH","I"
"T035740_2.00","Neurod4","Mus_musculus","ENSMUSG00000048015","bHLH","I"
"T035720_2.00","Neurod6","Mus_musculus","ENSMUSG00000037984","bHLH","I"
"T035729_2.00","Neurog3","Mus_musculus","ENSMUSG00000044312","bHLH","I"
"T035735_2.00","Olig1","Mus_musculus","ENSMUSG00000046160","bHLH","I"
"T035694_2.00","Tal2","Mus_musculus","ENSMUSG00000028417","bHLH","I"
"T055467_2.00","Mga","Mus_musculus","ENSMUSG00000033943","bHLH,T-box","I"
"T060481_2.00","Atf5","Mus_musculus","ENSMUSG00000038539","bZIP","I"
"T060468_2.00","Atf6","Mus_musculus","ENSMUSG00000026663","bZIP","I"
"T060455_2.00","Atf6b","Mus_musculus","ENSMUSG00000015461","bZIP","I"
"T060470_2.00","Creb3l1","Mus_musculus","ENSMUSG00000027230","bZIP","I"
"T060475_2.00","Crebl2","Mus_musculus","ENSMUSG00000032652","bZIP","I"
"T075514_2.00","Gm28047","Mus_musculus","ENSMUSG00000052414","bZIP,C2H2 ZF","I"
"T100970_2.00","Bcl11a","Mus_musculus","ENSMUSG00000000861","C2H2 ZF","I"
"T101231_2.00","Bcl11b","Mus_musculus","ENSMUSG00000048251","C2H2 ZF","I"
"T101074_2.00","Bnc2","Mus_musculus","ENSMUSG00000028487","C2H2 ZF","I"
"T101019_2.00","Dpf3","Mus_musculus","ENSMUSG00000021221","C2H2 ZF","I"
"T101453_2.00","Egr4","Mus_musculus","ENSMUSG00000071341","C2H2 ZF","I"
"T101607_2.00","ENSMUSG00000098546","Mus_musculus","ENSMUSG00000098546","C2H2 ZF","I"
"T101086_2.00","Fezf1","Mus_musculus","ENSMUSG00000029697","C2H2 ZF","I"
"T101026_2.00","Fezf2","Mus_musculus","ENSMUSG00000021743","C2H2 ZF","I"
"T101123_2.00","Glis1","Mus_musculus","ENSMUSG00000034762","C2H2 ZF","I"
"T101288_2.00","Glis3","Mus_musculus","ENSMUSG00000052942","C2H2 ZF","I"
"T101259_2.00","Hic2","Mus_musculus","ENSMUSG00000050240","C2H2 ZF","I"
"T101023_2.00","Hivep1","Mus_musculus","ENSMUSG00000021366","C2H2 ZF","I"
"T100998_2.00","Hivep2","Mus_musculus","ENSMUSG00000015501","C2H2 ZF","I"
"T101075_2.00","Hivep3","Mus_musculus","ENSMUSG00000028634","C2H2 ZF","I"
"T101060_2.00","Ikzf2","Mus_musculus","ENSMUSG00000025997","C2H2 ZF","I"
"T101002_2.00","Ikzf3","Mus_musculus","ENSMUSG00000018168","C2H2 ZF","I"
"T100975_2.00","Ikzf4","Mus_musculus","ENSMUSG00000002578","C2H2 ZF","I"
"T101140_2.00","Klf10","Mus_musculus","ENSMUSG00000037465","C2H2 ZF","I"
"T101017_2.00","Klf11","Mus_musculus","ENSMUSG00000020653","C2H2 ZF","I"
"T101280_2.00","Klf13","Mus_musculus","ENSMUSG00000052040","C2H2 ZF","I"
"T101465_2.00","Klf14","Mus_musculus","ENSMUSG00000073209","C2H2 ZF","I"
"T101307_2.00","Klf2","Mus_musculus","ENSMUSG00000055148","C2H2 ZF","I"
"T101213_2.00","Mbtps2","Mus_musculus","ENSMUSG00000046873","C2H2 ZF","I"
"T101143_2.00","Mynn","Mus_musculus","ENSMUSG00000037730","C2H2 ZF","I"
"T101014_2.00","Patz1","Mus_musculus","ENSMUSG00000020453","C2H2 ZF","I"
"T100979_2.00","Plag1","Mus_musculus","ENSMUSG00000003282","C2H2 ZF","I"
"T101546_2.00","Prdm12","Mus_musculus","ENSMUSG00000079466","C2H2 ZF","I"
"T100996_2.00","Prdm15","Mus_musculus","ENSMUSG00000014039","C2H2 ZF","I"
"T101128_2.00","Prdm4","Mus_musculus","ENSMUSG00000035529","C2H2 ZF","I"
"T101433_2.00","Prdm6","Mus_musculus","ENSMUSG00000069378","C2H2 ZF","I"
"T101374_2.00","Rbak","Mus_musculus","ENSMUSG00000061898","C2H2 ZF","I"
"T101153_2.00","Rreb1","Mus_musculus","ENSMUSG00000039087","C2H2 ZF","I"
"T101233_2.00","Scrt1","Mus_musculus","ENSMUSG00000048385","C2H2 ZF","I"
"T101359_2.00","Scrt2","Mus_musculus","ENSMUSG00000060257","C2H2 ZF","I"
"T100988_2.00","Snai3","Mus_musculus","ENSMUSG00000006587","C2H2 ZF","I"
"T101148_2.00","Sp6","Mus_musculus","ENSMUSG00000038560","C2H2 ZF","I"
"T101238_2.00","Sp8","Mus_musculus","ENSMUSG00000048562","C2H2 ZF","I"
"T101425_2.00","Sp9","Mus_musculus","ENSMUSG00000068859","C2H2 ZF","I"
"T101004_2.00","Vezf1","Mus_musculus","ENSMUSG00000018377","C2H2 ZF","I"
"T101566_2.00","Yy2","Mus_musculus","ENSMUSG00000091736","C2H2 ZF","I"
"T101034_2.00","Zbtb11","Mus_musculus","ENSMUSG00000022601","C2H2 ZF","I"
"T101405_2.00","Zbtb16","Mus_musculus","ENSMUSG00000066687","C2H2 ZF","I"
"T101395_2.00","Zbtb18","Mus_musculus","ENSMUSG00000063659","C2H2 ZF","I"
"T101497_2.00","Zbtb2","Mus_musculus","ENSMUSG00000075327","C2H2 ZF","I"
"T101036_2.00","Zbtb20","Mus_musculus","ENSMUSG00000022708","C2H2 ZF","I"
"T101274_2.00","Zbtb22","Mus_musculus","ENSMUSG00000051390","C2H2 ZF","I"
"T101262_2.00","Zbtb26","Mus_musculus","ENSMUSG00000050714","C2H2 ZF","I"
"T100987_2.00","Zbtb32","Mus_musculus","ENSMUSG00000006310","C2H2 ZF","I"
"T101182_2.00","Zbtb37","Mus_musculus","ENSMUSG00000043467","C2H2 ZF","I"
"T101062_2.00","Zbtb43","Mus_musculus","ENSMUSG00000026788","C2H2 ZF","I"
"T101249_2.00","Zbtb45","Mus_musculus","ENSMUSG00000049600","C2H2 ZF","I"
"T101079_2.00","Zbtb48","Mus_musculus","ENSMUSG00000028952","C2H2 ZF","I"
"T101080_2.00","Zbtb49","Mus_musculus","ENSMUSG00000029127","C2H2 ZF","I"
"T101408_2.00","Zbtb6","Mus_musculus","ENSMUSG00000066798","C2H2 ZF","I"
"T101190_2.00","Zbtb7c","Mus_musculus","ENSMUSG00000044646","C2H2 ZF","I"
"T101345_2.00","Zfp110","Mus_musculus","ENSMUSG00000058638","C2H2 ZF","I"
"T101135_2.00","Zfp113","Mus_musculus","ENSMUSG00000037007","C2H2 ZF","I"
"T101084_2.00","Zfp12","Mus_musculus","ENSMUSG00000029587","C2H2 ZF","I"
"T101376_2.00","Zfp13","Mus_musculus","ENSMUSG00000062012","C2H2 ZF","I"
"T101293_2.00","Zfp14","Mus_musculus","ENSMUSG00000053985","C2H2 ZF","I"
"T101137_2.00","Zfp146","Mus_musculus","ENSMUSG00000037029","C2H2 ZF","I"
"T101037_2.00","Zfp148","Mus_musculus","ENSMUSG00000022811","C2H2 ZF","I"
"T101304_2.00","Zfp174","Mus_musculus","ENSMUSG00000054939","C2H2 ZF","I"
"T100989_2.00","Zfp184","Mus_musculus","ENSMUSG00000006720","C2H2 ZF","I"
"T101155_2.00","Zfp189","Mus_musculus","ENSMUSG00000039634","C2H2 ZF","I"
"T101286_2.00","Zfp212","Mus_musculus","ENSMUSG00000052763","C2H2 ZF","I"
"T101446_2.00","Zfp213","Mus_musculus","ENSMUSG00000071256","C2H2 ZF","I"
"T101243_2.00","Zfp219","Mus_musculus","ENSMUSG00000049295","C2H2 ZF","I"
"T101165_2.00","Zfp236","Mus_musculus","ENSMUSG00000041258","C2H2 ZF","I"
"T101276_2.00","Zfp24","Mus_musculus","ENSMUSG00000051469","C2H2 ZF","I"
"T101090_2.00","Zfp248","Mus_musculus","ENSMUSG00000030145","C2H2 ZF","I"
"T101246_2.00","Zfp260","Mus_musculus","ENSMUSG00000049421","C2H2 ZF","I"
"T100971_2.00","Zfp276","Mus_musculus","ENSMUSG00000001065","C2H2 ZF","I"
"T101058_2.00","Zfp282","Mus_musculus","ENSMUSG00000025821","C2H2 ZF","I"
"T100983_2.00","Zfp287","Mus_musculus","ENSMUSG00000005267","C2H2 ZF","I"
"T100992_2.00","Zfp296","Mus_musculus","ENSMUSG00000011267","C2H2 ZF","I"
"T101211_2.00","Zfp316","Mus_musculus","ENSMUSG00000046658","C2H2 ZF","I"
"T101330_2.00","Zfp317","Mus_musculus","ENSMUSG00000057551","C2H2 ZF","I"
"T100981_2.00","Zfp324","Mus_musculus","ENSMUSG00000004500","C2H2 ZF","I"
"T101355_2.00","Zfp341","Mus_musculus","ENSMUSG00000059842","C2H2 ZF","I"
"T101012_2.00","Zfp354a","Mus_musculus","ENSMUSG00000020364","C2H2 ZF","I"
"T101011_2.00","Zfp354b","Mus_musculus","ENSMUSG00000020335","C2H2 ZF","I"
"T101473_2.00","Zfp382","Mus_musculus","ENSMUSG00000074220","C2H2 ZF","I"
"T101610_2.00","Zfp383","Mus_musculus","ENSMUSG00000099689","C2H2 ZF","I"
"T101146_2.00","Zfp384","Mus_musculus","ENSMUSG00000038346","C2H2 ZF","I"
"T101381_2.00","Zfp398","Mus_musculus","ENSMUSG00000062519","C2H2 ZF","I"
"T101218_2.00","Zfp41","Mus_musculus","ENSMUSG00000047003","C2H2 ZF","I"
"T101356_2.00","Zfp422","Mus_musculus","ENSMUSG00000059878","C2H2 ZF","I"
"T101198_2.00","Zfp423","Mus_musculus","ENSMUSG00000045333","C2H2 ZF","I"
"T101463_2.00","Zfp449","Mus_musculus","ENSMUSG00000073176","C2H2 ZF","I"
"T101240_2.00","Zfp454","Mus_musculus","ENSMUSG00000048728","C2H2 ZF","I"
"T101273_2.00","Zfp46","Mus_musculus","ENSMUSG00000051351","C2H2 ZF","I"
"T101177_2.00","Zfp513","Mus_musculus","ENSMUSG00000043059","C2H2 ZF","I"
"T101047_2.00","Zfp521","Mus_musculus","ENSMUSG00000024420","C2H2 ZF","I"
"T101044_2.00","Zfp523","Mus_musculus","ENSMUSG00000024220","C2H2 ZF","I"
"T101271_2.00","Zfp524","Mus_musculus","ENSMUSG00000051184","C2H2 ZF","I"
"T101511_2.00","Zfp541","Mus_musculus","ENSMUSG00000078796","C2H2 ZF","I"
"T101480_2.00","Zfp558","Mus_musculus","ENSMUSG00000074500","C2H2 ZF","I"
"T101509_2.00","Zfp566","Mus_musculus","ENSMUSG00000078768","C2H2 ZF","I"
"T101317_2.00","Zfp580","Mus_musculus","ENSMUSG00000055633","C2H2 ZF","I"
"T101478_2.00","Zfp628","Mus_musculus","ENSMUSG00000074406","C2H2 ZF","I"
"T101067_2.00","Zfp64","Mus_musculus","ENSMUSG00000027551","C2H2 ZF","I"
"T101038_2.00","Zfp641","Mus_musculus","ENSMUSG00000022987","C2H2 ZF","I"
"T101305_2.00","Zfp647","Mus_musculus","ENSMUSG00000054967","C2H2 ZF","I"
"T101151_2.00","Zfp653","Mus_musculus","ENSMUSG00000038895","C2H2 ZF","I"
"T101124_2.00","Zfp661","Mus_musculus","ENSMUSG00000034800","C2H2 ZF","I"
"T101398_2.00","Zfp69","Mus_musculus","ENSMUSG00000064141","C2H2 ZF","I"
"T101138_2.00","Zfp692","Mus_musculus","ENSMUSG00000037243","C2H2 ZF","I"
"T101224_2.00","Zfp768","Mus_musculus","ENSMUSG00000047371","C2H2 ZF","I"
"T101161_2.00","Zfp770","Mus_musculus","ENSMUSG00000040321","C2H2 ZF","I"
"T101300_2.00","Zfp771","Mus_musculus","ENSMUSG00000054716","C2H2 ZF","I"
"T101454_2.00","Zfp777","Mus_musculus","ENSMUSG00000071477","C2H2 ZF","I"
"T101180_2.00","Zfp784","Mus_musculus","ENSMUSG00000043290","C2H2 ZF","I"
"T101212_2.00","Zfp787","Mus_musculus","ENSMUSG00000046792","C2H2 ZF","I"
"T101185_2.00","Zfp879","Mus_musculus","ENSMUSG00000044296","C2H2 ZF","I"
"T101107_2.00","Zfp90","Mus_musculus","ENSMUSG00000031907","C2H2 ZF","I"
"T101133_2.00","Zic4","Mus_musculus","ENSMUSG00000036972","C2H2 ZF","I"
"T101094_2.00","Zik1","Mus_musculus","ENSMUSG00000030393","C2H2 ZF","I"
"T101015_2.00","Zkscan17","Mus_musculus","ENSMUSG00000020472","C2H2 ZF","I"
"T101003_2.00","Zkscan6","Mus_musculus","ENSMUSG00000018347","C2H2 ZF","I"
"T101588_2.00","Zscan4b","Mus_musculus","ENSMUSG00000095339","C2H2 ZF","I"
"T101558_2.00","Zscan4d","Mus_musculus","ENSMUSG00000090714","C2H2 ZF","I"
"T101443_2.00","Zscan4f","Mus_musculus","ENSMUSG00000070828","C2H2 ZF","I"
"T075920_2.00","Zeb2","Mus_musculus","ENSMUSG00000026872","C2H2 ZF,Homeodomain","I"
"T075921_2.00","Zfhx3","Mus_musculus","ENSMUSG00000038872","C2H2 ZF,Homeodomain","I"
"T075919_2.00","Zfhx4","Mus_musculus","ENSMUSG00000025255","C2H2 ZF,Homeodomain","I"
"T076469_2.00","Zkscan2","Mus_musculus","ENSMUSG00000030757","C2H2 ZF,MADF","I"
"T076470_2.00","Zscan29","Mus_musculus","ENSMUSG00000050619","C2H2 ZF,MADF","I"
"T161598_2.00","Cenpb","Mus_musculus","ENSMUSG00000068267","CENPB","I"
"T161599_2.00","Jrkl","Mus_musculus","ENSMUSG00000079083","CENPB","I"
"T161597_2.00","Tigd2","Mus_musculus","ENSMUSG00000049232","CENPB","I"
"T164655_2.00","Lin28a","Mus_musculus","ENSMUSG00000050966","CSD","I"
"T164656_2.00","Lin28b","Mus_musculus","ENSMUSG00000063804","CSD","I"
"T164653_2.00","Ybx1","Mus_musculus","ENSMUSG00000028639","CSD","I"
"T164652_2.00","Ybx2","Mus_musculus","ENSMUSG00000018554","CSD","I"
"T164654_2.00","Ybx3","Mus_musculus","ENSMUSG00000030189","CSD","I"
"T167160_2.00","Onecut2","Mus_musculus","ENSMUSG00000045991","CUT,Homeodomain","I"
"T167159_2.00","Onecut3","Mus_musculus","ENSMUSG00000045518","CUT,Homeodomain","I"
"T167154_2.00","Satb1","Mus_musculus","ENSMUSG00000023927","CUT,Homeodomain","I"
"T167156_2.00","Satb2","Mus_musculus","ENSMUSG00000038331","CUT,Homeodomain","I"
"T168120_2.00","Cxxc1","Mus_musculus","ENSMUSG00000024560","CxxC","I"
"T168124_2.00","Cxxc4","Mus_musculus","ENSMUSG00000044365","CxxC","I"
"T168125_2.00","Cxxc5","Mus_musculus","ENSMUSG00000046668","CxxC","I"
"T168118_2.00","Dnmt1","Mus_musculus","ENSMUSG00000004099","CxxC","I"
"T168122_2.00","Fbxl19","Mus_musculus","ENSMUSG00000030811","CxxC","I"
"T168127_2.00","Kdm2a","Mus_musculus","ENSMUSG00000054611","CxxC","I"
"T168121_2.00","Kdm2b","Mus_musculus","ENSMUSG00000029475","CxxC","I"
"T168117_2.00","Kmt2a","Mus_musculus","ENSMUSG00000002028","CxxC","I"
"T168126_2.00","Tet1","Mus_musculus","ENSMUSG00000047146","CxxC","I"
"T168123_2.00","Tet3","Mus_musculus","ENSMUSG00000034832","CxxC","I"
"T169130_2.00","Dmrt2","Mus_musculus","ENSMUSG00000048138","DM","I"
"T169127_2.00","Dmrt3","Mus_musculus","ENSMUSG00000042372","DM","I"
"T169128_2.00","Dmrta1","Mus_musculus","ENSMUSG00000043753","DM","I"
"T169129_2.00","Dmrta2","Mus_musculus","ENSMUSG00000047143","DM","I"
"T172775_2.00","E2f8","Mus_musculus","ENSMUSG00000046179","E2F","I"
"T172774_2.00","Tfdp1","Mus_musculus","ENSMUSG00000038482","E2F","I"
"T172773_2.00","Tfdp2","Mus_musculus","ENSMUSG00000032411","E2F","I"
"T174613_2.00","Ebf3","Mus_musculus","ENSMUSG00000010476","EBF1","I"
"T176549_2.00","Erf","Mus_musculus","ENSMUSG00000040857","Ets","I"
"T186375_2.00","Foxb2","Mus_musculus","ENSMUSG00000056829","Forkhead","I"
"T186372_2.00","Foxd2","Mus_musculus","ENSMUSG00000055210","Forkhead","I"
"T186370_2.00","Foxd4","Mus_musculus","ENSMUSG00000051490","Forkhead","I"
"T186378_2.00","Foxe1","Mus_musculus","ENSMUSG00000070990","Forkhead","I"
"T186363_2.00","Foxe3","Mus_musculus","ENSMUSG00000044518","Forkhead","I"
"T186360_2.00","Foxf1","Mus_musculus","ENSMUSG00000042812","Forkhead","I"
"T186354_2.00","Foxf2","Mus_musculus","ENSMUSG00000038402","Forkhead","I"
"T186349_2.00","Foxh1","Mus_musculus","ENSMUSG00000033837","Forkhead","I"
"T186366_2.00","Foxi2","Mus_musculus","ENSMUSG00000048377","Forkhead","I"
"T186373_2.00","Foxi3","Mus_musculus","ENSMUSG00000055874","Forkhead","I"
"T186356_2.00","Foxk2","Mus_musculus","ENSMUSG00000039275","Forkhead","I"
"T186351_2.00","Foxn2","Mus_musculus","ENSMUSG00000034998","Forkhead","I"
"T186348_2.00","Foxn3","Mus_musculus","ENSMUSG00000033713","Forkhead","I"
"T186357_2.00","Foxp3","Mus_musculus","ENSMUSG00000039521","Forkhead","I"
"T186344_2.00","Foxp4","Mus_musculus","ENSMUSG00000023991","Forkhead","I"
"T186381_2.00","Foxs1","Mus_musculus","ENSMUSG00000074676","Forkhead","I"
"T192878_2.00","Trps1","Mus_musculus","ENSMUSG00000038679","GATA","I"
"T198023_2.00","Gcm2","Mus_musculus","ENSMUSG00000021362","GCM","I"
"T199108_2.00","Grhl1","Mus_musculus","ENSMUSG00000020656","Grainyhead","I"
"T199106_2.00","Tfcp2","Mus_musculus","ENSMUSG00000009733","Grainyhead","I"
"T199107_2.00","Ubp1","Mus_musculus","ENSMUSG00000009741","Grainyhead","I"
"T203458_2.00","Gtf2i","Mus_musculus","ENSMUSG00000060261","GTF2I-like","I"
"T203457_2.00","Gtf2ird1","Mus_musculus","ENSMUSG00000023079","GTF2I-like","I"
"T212613_2.00","Cphx2","Mus_musculus","ENSMUSG00000098463","Homeodomain","I"
"T212597_2.00","Cphx3","Mus_musculus","ENSMUSG00000094817","Homeodomain","I"
"T212460_2.00","Dlx6","Mus_musculus","ENSMUSG00000029754","Homeodomain","I"
"T212574_2.00","Duxbl2","Mus_musculus","ENSMUSG00000072675","Homeodomain","I"
"T212573_2.00","Duxbl3","Mus_musculus","ENSMUSG00000072672","Homeodomain","I"
"T212473_2.00","Emx1","Mus_musculus","ENSMUSG00000033726","Homeodomain","I"
"T212607_2.00","ENSMUSG00000097126","Mus_musculus","ENSMUSG00000097126","Homeodomain","I"
"T212608_2.00","ENSMUSG00000097200","Mus_musculus","ENSMUSG00000097200","Homeodomain","I"
"T212611_2.00","ENSMUSG00000097436","Mus_musculus","ENSMUSG00000097436","Homeodomain","I"
"T212429_2.00","Gsc2","Mus_musculus","ENSMUSG00000022738","Homeodomain","I"
"T212540_2.00","Gsx1","Mus_musculus","ENSMUSG00000053129","Homeodomain","I"
"T212506_2.00","Hesx1","Mus_musculus","ENSMUSG00000040726","Homeodomain","I"
"T212435_2.00","Hhex","Mus_musculus","ENSMUSG00000024986","Homeodomain","I"
"T212503_2.00","Hmx3","Mus_musculus","ENSMUSG00000040148","Homeodomain","I"
"T212409_2.00","Hoxb1","Mus_musculus","ENSMUSG00000018973","Homeodomain","I"
"T212580_2.00","Hoxb2","Mus_musculus","ENSMUSG00000075588","Homeodomain","I"
"T212396_2.00","Hoxd12","Mus_musculus","ENSMUSG00000001823","Homeodomain","I"
"T212617_2.00","Hoxd4","Mus_musculus","ENSMUSG00000101174","Homeodomain","I"
"T212553_2.00","Irx1","Mus_musculus","ENSMUSG00000060969","Homeodomain","I"
"T212437_2.00","Lbx1","Mus_musculus","ENSMUSG00000025216","Homeodomain","I"
"T212508_2.00","Nkx6-2","Mus_musculus","ENSMUSG00000041309","Homeodomain","I"
"T212546_2.00","Obox7","Mus_musculus","ENSMUSG00000055942","Homeodomain","I"
"T212614_2.00","Obox8","Mus_musculus","ENSMUSG00000099216","Homeodomain","I"
"T212469_2.00","Pbx4","Mus_musculus","ENSMUSG00000031860","Homeodomain","I"
"T212512_2.00","Prrxl1","Mus_musculus","ENSMUSG00000041730","Homeodomain","I"
"T212558_2.00","Rhox8","Mus_musculus","ENSMUSG00000064137","Homeodomain","I"
"T212562_2.00","Rhox9","Mus_musculus","ENSMUSG00000068048","Homeodomain","I"
"T212507_2.00","Six5","Mus_musculus","ENSMUSG00000040841","Homeodomain","I"
"T212436_2.00","Tlx1","Mus_musculus","ENSMUSG00000025215","Homeodomain","I"
"T212505_2.00","Tlx3","Mus_musculus","ENSMUSG00000040610","Homeodomain","I"
"T237406_2.00","Pax3","Mus_musculus","ENSMUSG00000004872","Homeodomain,Paired box","I"
"T238387_2.00","ENSMUSG00000098598","Mus_musculus","ENSMUSG00000098598","Homeodomain,POU","I"
"T238382_2.00","Pou4f1","Mus_musculus","ENSMUSG00000048349","Homeodomain,POU","I"
"T238380_2.00","Pou4f2","Mus_musculus","ENSMUSG00000031688","Homeodomain,POU","I"
"T238375_2.00","Pou6f2","Mus_musculus","ENSMUSG00000009734","Homeodomain,POU","I"
"T240322_2.00","Hsf3","Mus_musculus","ENSMUSG00000045802","HSF","I"
"T240320_2.00","Hsf4","Mus_musculus","ENSMUSG00000033249","HSF","I"
"T240323_2.00","Hsf5","Mus_musculus","ENSMUSG00000070345","HSF","I"
"T240321_2.00","Hsfy2","Mus_musculus","ENSMUSG00000045336","HSF","I"
"T248350_2.00","Msantd3","Mus_musculus","ENSMUSG00000039693","MADF","I"
"T248349_2.00","Naif1","Mus_musculus","ENSMUSG00000039164","MADF","I"
"T253734_2.00","Borcs8","Mus_musculus","ENSMUSG00000002345","MADS box","I"
"T260273_2.00","Setdb1","Mus_musculus","ENSMUSG00000015697","MBD","I"
"T262418_2.00","Mterf1a","Mus_musculus","ENSMUSG00000040429","mTERF","I"
"T262420_2.00","Mterf1b","Mus_musculus","ENSMUSG00000053178","mTERF","I"
"T269783_2.00","Cdc5l","Mus_musculus","ENSMUSG00000023932","Myb/SANT","I"
"T269789_2.00","Zzz3","Mus_musculus","ENSMUSG00000039068","Myb/SANT","I"
"T303939_2.00","Nr1h5","Mus_musculus","ENSMUSG00000048938","Nuclear receptor","I"
"T303930_2.00","Nr3c2","Mus_musculus","ENSMUSG00000031618","Nuclear receptor","I"
"T303928_2.00","Nr4a3","Mus_musculus","ENSMUSG00000028341","Nuclear receptor","I"
"T303942_2.00","Nr6a1","Mus_musculus","ENSMUSG00000063972","Nuclear receptor","I"
"T303900_2.00","Ppard","Mus_musculus","ENSMUSG00000002250","Nuclear receptor","I"
"T303916_2.00","Thrb","Mus_musculus","ENSMUSG00000021779","Nuclear receptor","I"
"T311711_2.00","Pax1","Mus_musculus","ENSMUSG00000037034","Paired box","I"
"T311710_2.00","Pax8","Mus_musculus","ENSMUSG00000026976","Paired box","I"
"T311708_2.00","Pax9","Mus_musculus","ENSMUSG00000001497","Paired box","I"
"T313582_2.00","Lcor","Mus_musculus","ENSMUSG00000025019","Pipsqueak","I"
"T313581_2.00","Lcorl","Mus_musculus","ENSMUSG00000015882","Pipsqueak","I"
"T316501_2.00","Prox1","Mus_musculus","ENSMUSG00000010175","Prospero","I"
"T316502_2.00","Prox2","Mus_musculus","ENSMUSG00000042320","Prospero","I"
"T317310_2.00","Nfat5","Mus_musculus","ENSMUSG00000003847","Rel","I"
"T318361_2.00","Rfx5","Mus_musculus","ENSMUSG00000005774","RFX","I"
"T318368_2.00","Rfx8","Mus_musculus","ENSMUSG00000057173","RFX","I"
"T321804_2.00","AC168977.1","Mus_musculus","ENSMUSG00000079808","SAND","I"
"T321801_2.00","Deaf1","Mus_musculus","ENSMUSG00000058886","SAND","I"
"T321802_2.00","Sp140","Mus_musculus","ENSMUSG00000070031","SAND","I"
"T324765_2.00","Nfix","Mus_musculus","ENSMUSG00000001911","SMAD","I"
"T324771_2.00","Smad1","Mus_musculus","ENSMUSG00000031681","SMAD","I"
"T328500_2.00","Hmg20a","Mus_musculus","ENSMUSG00000032329","Sox","I"
"T340151_2.00","Tbx10","Mus_musculus","ENSMUSG00000037477","T-box","I"
"T340144_2.00","Tbx15","Mus_musculus","ENSMUSG00000027868","T-box","I"
"T340148_2.00","Tbx18","Mus_musculus","ENSMUSG00000032419","T-box","I"
"T340143_2.00","Tbx19","Mus_musculus","ENSMUSG00000026572","T-box","I"
"T340146_2.00","Tbx22","Mus_musculus","ENSMUSG00000031241","T-box","I"
"T340145_2.00","Tbx6","Mus_musculus","ENSMUSG00000030699","T-box","I"
"T342365_2.00","Tbpl2","Mus_musculus","ENSMUSG00000061809","TBP","I"
"T345308_2.00","Lin54","Mus_musculus","ENSMUSG00000035310","TCR/CxC","I"
